Date,open,high,low,close,volume
2017-01-01,99.09306727987509,100.10004083900503,98.77029828774296,99.68583191258976,1258775
2017-01-02,102.02945075917351,102.3304019278158,101.74999332443198,101.79832313716892,988415
2017-01-03,101.05948280911174,101.34768021566349,100.84682058320097,101.24703502577077,1184834
2017-01-04,101.86724839052691,103.56379364072225,101.6398806757651,102.60391044258697,1782023
2017-01-05,102.17029032213284,102.98292257960757,102.01059946837826,102.53936673696946,1506512
2017-01-06,98.16944092925719,98.5354724555846,97.68416329879955,98.20687693466034,646550
2017-01-07,97.13133909181279,97.17325144693706,96.45518116630184,96.5571935668851,1459958
2017-01-08,97.38039767646615,97.56626230269363,97.09485853211443,97.48908857005328,751854
2017-01-09,98.57134316789382,98.72549473477387,97.96968305030202,98.25665234705473,1641217
2017-01-10,96.95801082613613,97.2641116709089,95.88768509122589,96.45426152440224,594560
2017-01-11,96.59929817984492,96.92913043096806,96.319170715627,96.79599598786876,930892
2017-01-12,97.7741503555303,98.19751048896902,97.21379117620539,97.47180304957479,1077053
2017-01-13,97.04537190895789,97.9466040181809,96.98256787474008,97.45634696434442,572348
2017-01-14,98.07545908902948,99.01180213654663,97.781121148608,98.43002785496307,891454
2017-01-15,99.0952810349517,99.41640436160975,98.7760173731698,99.23439604806427,1011536
2017-01-16,98.34743610711975,99.69604114878177,97.79231434789675,99.2180330642099,1420196
2017-01-17,98.62095964895373,98.86236073148488,98.51097361043456,98.57938922416895,1376292
2017-01-18,100.1011980032345,100.34775017887819,99.80470889973478,99.97835718766962,939029
2017-01-19,100.86281773880565,100.99705342548016,100.61471680861935,100.62299328990807,1189821
2017-01-20,98.19985823005733,98.78224147620493,98.16096114628549,98.65300499648764,1181722
2017-01-21,99.01144018991084,99.59107649743358,98.39251038575043,99.00329324112437,1227186
2017-01-22,97.4897084508267,97.59537666864253,97.24803194328553,97.39100219037171,1263988
2017-01-23,96.4761096594692,96.54209294499711,95.73454060815783,96.06526349962324,554795
2017-01-24,94.49364783850962,95.27488642718815,94.19457254027182,95.1896705744182,960922
2017-01-25,95.3413908779181,95.51471085249148,95.26139820982438,95.27477171102883,819652
2017-01-26,96.08837660199518,96.68392747797252,95.20309066033288,95.77666061920105,810973
2017-01-27,95.1476910639417,95.54590383517973,94.84428685156705,95.28850997455876,993847
2017-01-28,94.68205185420538,94.93634506743781,94.54085069763588,94.85774274912156,575093
2017-01-29,93.95333927346394,95.01982073427362,93.24934726137138,94.19671496386273,1380980
2017-01-30,95.84616875952968,96.27653231192782,95.25102281603554,95.67512531999434,1159101
2017-01-31,92.23699421133067,92.9430771913738,91.02189881900632,91.81478640257004,787203
2017-02-01,91.42368313300021,91.58052335806252,91.1864936443618,91.43346931001027,1038161
2017-02-02,93.57757179253939,93.60180587440826,93.15296276523668,93.54322668594357,1460847
2017-02-03,94.34652738963948,94.55255328153905,94.22406340450706,94.28104748939685,685809
2017-02-04,95.86575939719712,96.28211411514843,95.70363558957138,96.06690574138675,1284361
2017-02-05,93.48502402441446,93.54307970246361,92.70618205512646,93.29562754621651,978193
2017-02-06,91.62107369294537,91.82794167708036,91.23717113495998,91.65453807800411,1572187
2017-02-07,92.69429620774498,93.03907686849973,91.9625449402105,92.37318471807397,820325
2017-02-08,94.02553917659262,94.84653144673338,94.02211086203455,94.31588644046724,1064819
2017-02-09,92.76432423287089,93.232852216362,92.36519590666379,92.93055617112952,1109195
2017-02-10,92.05088604893307,92.86550171860434,91.6802798726363,92.43816546664972,562809
2017-02-11,93.21105009692296,93.57859713456311,92.55326399396864,93.01045424588933,1178473
2017-02-12,90.88556744761142,91.25829327246427,90.81040384821479,91.09525120417176,637609
2017-02-13,91.87680575799413,92.04952704320682,91.44121238819494,91.81972418565798,1258147
2017-02-14,88.56750902389454,88.8538244669183,88.06117196790817,88.34252213099619,1158770
2017-02-15,89.03671959624695,89.1231956221682,88.72957431334437,88.94634049108454,1317984
2017-02-16,87.50885180271152,87.93305325155791,87.30238718097846,87.80948595393532,976567
2017-02-17,87.32958725874205,87.39774971723509,86.91428584659886,87.3172799661067,607924
2017-02-18,88.79148121973381,89.23069920525235,87.49390468911486,88.09995261296105,936048
2017-02-19,88.50011273068326,88.89748323035538,88.12951787394732,88.70446656732342,1097942
2017-02-20,88.46425417410748,88.94634642367443,88.41329060583857,88.72343897308293,607504
2017-02-21,89.79350891019459,90.17243187675201,89.47105170000854,90.13126846947999,646648
2017-02-22,87.27181351995331,88.13623371919392,86.95574929538026,87.56825682860692,1047249
2017-02-23,87.77845353199623,88.227528059292,87.71419221775939,87.91091389803995,1946087
